product_id,product_name,product_category,product_weight_kg,fragility_level,is_liquid,premium_level,material_id,material_name,material_type,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,base_cost_per_unit,shipping_category,region_market,strength_norm,weight_capacity_kg_norm,biodegradability_score_norm,co2_emission_score_norm,recyclability_percent_norm,base_cost_per_unit_norm,co2_impact_index,cost_efficiency_index,material_suitability_score
1231,compact_product_1231,compact,0.054,medium,0,2,134,Refillable Metal Compact Case,Aluminum,7,0.151,4.94,77.22,78.3,9.89,standard,Asia,0.5,0.069493522,0.052,0.763684913,0.660286256,0.689,0.3807,65.49668831,0.0089
1232,toner_product_1232,toner,0.28,high,1,1,30,Tinted Glass Cream Jar,Aluminum,9,0.724,1.95,81.8,94.61,10.87,express,Asia,1,0.406949352,0.020526316,0.824833111,0.941541645,0.787,0.34495,15.01381213,0.170057895
1233,serum_product_1233,serum,0.178,medium,1,2,89,Aluminium Spray Bottle,Aluminum,9,0.434,1.99,75.75,82.77,12.99,express,Asia,1,0.236160188,0.020947368,0.744058745,0.737368512,0.999,0.34365,29.93087551,0.10658421
1234,lipstick_product_1234,lipstick,0.132,low,0,3,138,Recycled HDPE Tube,Plastic,9,0.37,23.48,66.66,55.22,7.63,express,Asia,1,0.198468787,0.247157895,0.622696929,0.262286601,0.463,0.3905,20.62162157,0.335247368
1235,serum_product_1235,serum,0.237,high,1,1,96,Squeezable Silicone Tube,Plastic,8,0.566,38.06,43.37,58.07,4.77,express,Asia,0.75,0.313898704,0.400631579,0.311748999,0.311433006,0.177,0.14335,8.427561823,0.367089474
1236,mascara_product_1236,mascara,0.397,low,0,2,43,Recycled Aluminum Deodorant Stick,Aluminum,7,0.908,0.78,74.66,96.32,11.23,standard,North America,0.5,0.515312132,0.008210526,0.729506008,0.971029488,0.823,0.265,12.3678414,-0.044436842
1237,lip_balm_product_1237,lip_balm,0.393,medium,0,2,58,Rigid Kraft Paper Box,Paper/Paperboard,8,1.219,79.7,30.53,89.2,4.9,express,Asia,0.75,0.698468786,0.838947368,0.140320427,0.848249698,0.19,-0.1407,4.019688266,0.49468421
1238,lip_balm_product_1238,lip_balm,0.124,low,0,3,122,Airless Pump Bottle,Other,8,0.298,48.03,59.73,46.3,8.28,express,North America,0.75,0.15606596,0.505578947,0.530173565,0.108466977,0.528,0.3658,27.78523481,0.293273684
1239,compact_product_1239,compact,0.149,medium,0,1,132,Glass Dropper Bottle,Glass,7,0.492,5.59,61.37,93.3,9.77,standard,North America,0.5,0.270318021,0.058842105,0.552069426,0.918951543,0.677,0.1472,19.85772354,0.014552632
1240,serum_product_1240,serum,0.091,medium,1,1,42,Airless Pump Bottle,Other,6,0.189,39.05,74.14,79.81,4.38,express,North America,0.25,0.091872791,0.411052632,0.722563418,0.686325228,0.138,0.34235,23.17460305,0.181915789
1241,lipstick_product_1241,lipstick,0.137,medium,0,3,120,Airless Pump Bottle,Other,7,0.304,35.24,65.08,79.22,8.02,standard,Asia,0.5,0.159599529,0.370947368,0.601602136,0.676151061,0.502,0.2547,26.38157886,0.16068421
1242,serum_product_1242,serum,0.042,medium,1,3,103,Refillable Metal Compact Case,Aluminum,9,0.132,4.11,73.8,75.88,11.32,standard,Other,1,0.058303887,0.043263158,0.718024032,0.618554923,0.832,0.3586,85.75757511,0.163378947
1243,foundation_product_1243,foundation,0.327,medium,1,3,15,Tinted Glass Cream Jar,Aluminum,7,0.93,1.51,75.01,87.48,9.64,fragile,North America,0.5,0.528268551,0.015894737,0.734178905,0.818589412,0.664,0.3127,10.36559139,0.005568421
1244,toner_product_1244,toner,0.213,low,1,2,23,PETG Lotion Bottle,Plastic,9,0.655,30.78,42.62,40.81,6.88,standard,Europe,1,0.36631331,0.324,0.301735648,0.013795482,0.388,0.22215,10.50381678,0.3808
1245,lipstick_product_1245,lipstick,0.11,medium,0,2,13,Tinted Glass Cream Jar,Aluminum,7,0.225,1.69,79.54,91.9,12.57,fragile,Europe,0.5,0.113074205,0.017789474,0.794659546,0.89480945,0.957,0.3359,55.86666642,-0.081763158
1246,compact_product_1246,compact,0.271,low,0,3,37,PCR Plastic Lotion Bottle,Plastic,9,0.842,32.7,64.24,58.55,4.72,express,Europe,1,0.476442874,0.344210526,0.590387183,0.319710295,0.172,0.34965,5.605700706,0.451663158
1247,toner_product_1247,toner,0.36,medium,1,1,9,Bamboo Mascara Tube,Wood/Bamboo,6,1.012,91.62,27.92,58.88,9.32,fragile,North America,0.25,0.576560659,0.964421053,0.105473965,0.325400931,0.632,-0.0152,9.209486157,0.199726316
1248,cream_product_1248,cream,0.205,medium,0,1,64,Refillable Stick Container,Plastic,8,0.322,8.95,60.47,57.63,7.19,express,Europe,0.75,0.170200235,0.094210526,0.540053405,0.303845491,0.419,0.31655,22.32919248,0.202563158
1249,serum_product_1249,serum,0.226,medium,1,2,23,Refillable Stick Container,Plastic,8,0.693,36.87,68.76,70.93,7.62,standard,Europe,0.75,0.388692579,0.388105263,0.650734312,0.533195379,0.462,0.33295,10.99567098,0.277831579
1250,lipstick_product_1250,lipstick,0.11,high,0,2,128,Airless Pump Bottle,Other,5,0.249,54.05,50.58,75.57,7.83,express,Other,0,0.12720848,0.568947368,0.408010681,0.613209174,0.483,0.12795,31.44578301,0.025784211
1251,compact_product_1251,compact,0.215,medium,0,1,22,Aluminium Spray Bottle,Aluminum,7,0.54,0.08,84.06,77.85,7.48,fragile,Asia,0.5,0.298586572,0.000842105,0.855006676,0.652526298,0.448,0.45135,13.85185183,0.065852632
1252,cream_product_1252,cream,0.169,medium,0,3,82,Recycled HDPE Tube,Plastic,9,0.259,34.52,50.84,50.42,7.43,standard,Asia,1,0.133097762,0.363368421,0.411481976,0.179513709,0.443,0.2563,28.68725858,0.376110526
1253,lotion_product_1253,lotion,0.209,high,1,1,11,Paper Tube Lip Balm Container,Paper/Paperboard,7,0.515,80.33,30.51,63.09,3.81,standard,Asia,0.5,0.283863369,0.845578947,0.140053405,0.397999655,0.081,-0.01035,7.398058238,0.429373684
1254,lip_balm_product_1254,lip_balm,0.055,high,0,2,6,PCR Plastic Lotion Bottle,Plastic,8,0.11,30.71,56.6,49.81,5.42,express,Europe,0.75,0.045347468,0.323263158,0.488384513,0.168994654,0.242,0.31695,49.27272682,0.324378947
1255,compact_product_1255,compact,0.218,low,0,2,60,Rigid Kraft Paper Box,Paper/Paperboard,8,0.459,80.26,29.65,84.53,3.04,standard,Other,0.75,0.250883392,0.844842105,0.128571429,0.767718572,0.004,-0.12615,6.623093667,0.552252632
1256,cream_product_1256,cream,0.148,low,0,2,1,Stackable Sample Pot,Plastic,8,0.505,29.79,63.36,62.56,5.61,standard,Asia,0.75,0.277974087,0.313578947,0.578638184,0.388860148,0.261,0.3208,11.10891087,0.315773684
1257,lipstick_product_1257,lipstick,0.342,low,0,1,1,Recycled Aluminum Deodorant Stick,Aluminum,9,0.921,4.46,76.16,76.47,10.22,standard,North America,1,0.522968198,0.046947368,0.74953271,0.628729091,0.722,0.37925,11.09663408,0.19748421
1258,foundation_product_1258,foundation,0.407,medium,1,1,84,Wooden Cosmetic Case,Wood/Bamboo,7,1.017,85.39,52.76,57.7,7.55,standard,Europe,0.5,0.5795053,0.898842105,0.437116155,0.305052595,0.455,0.2391,7.42379547,0.333152632
1259,toner_product_1259,toner,0.082,low,1,1,100,Refillable Metal Compact Case,Aluminum,9,0.241,2.04,91.17,78.64,7.13,standard,Asia,1,0.122497055,0.021473684,0.949933244,0.666149336,0.413,0.5185,29.58506212,0.282542105
1260,toner_product_1260,toner,0.382,medium,1,1,101,Recycled HDPE Tube,Plastic,9,1.017,25.58,51.42,53.32,7.42,express,Asia,1,0.5795053,0.269263158,0.419225634,0.229522331,0.442,0.2476,7.295968528,0.348178947
1261,cream_product_1261,cream,0.06,medium,0,2,108,PETG Lotion Bottle,Plastic,9,0.185,7.88,49.85,56.98,6.17,standard,Asia,1,0.089517079,0.082947368,0.398264352,0.292636661,0.317,0.2136,33.35135117,0.32978421
1262,lipstick_product_1262,lipstick,0.202,low,0,2,95,Travel-Size Mini Tube,Other,8,0.538,42.09,41.08,46.63,5.98,standard,Europe,0.75,0.297408716,0.443052632,0.2811749,0.114157613,0.298,0.17765,11.11524162,0.343515789
1263,toner_product_1263,toner,0.343,medium,1,1,84,Travel-Size Mini Tube,Other,7,0.888,58.56,61.42,57.09,5.2,standard,Asia,0.5,0.503533569,0.616421053,0.552736983,0.29453354,0.22,0.32875,5.855855849,0.318926316
1264,lotion_product_1264,lotion,0.076,low,1,3,104,Aluminium Spray Bottle,Aluminum,9,0.223,2.3,85.57,80.97,10.49,standard,Europe,1,0.111896349,0.024210526,0.875166889,0.706328677,0.749,0.45085,47.04035853,0.182563158
1265,toner_product_1265,toner,0.398,low,1,3,58,Refillable Acrylic Jar,Plastic,7,1.194,23.28,56.6,77.66,7.68,express,Europe,0.5,0.683745583,0.245052632,0.488384513,0.649249871,0.468,0.1777,6.432160799,0.133115789
1266,lip_balm_product_1266,lip_balm,0.216,low,0,2,124,Refillable Glass Foundation Bottle,Glass,8,0.605,3.94,71.85,80.6,7.45,express,Asia,0.75,0.336866902,0.041473684,0.691989319,0.699948267,0.445,0.3155,12.31404957,0.178942105
1267,toner_product_1267,toner,0.176,medium,1,2,11,Refillable Metal Compact Case,Aluminum,8,0.551,4.82,93.67,82.73,10.84,standard,Asia,0.75,0.305064782,0.050736842,0.983311081,0.736678738,0.784,0.52305,19.6733212,0.080021053
1268,compact_product_1268,compact,0.386,low,0,2,61,Bamboo Mascara Tube,Wood/Bamboo,7,0.83,85.83,52.6,51.47,7.98,express,Other,0.5,0.469375736,0.903473684,0.434979973,0.197620279,0.498,0.26865,9.61445782,0.321642105
1269,compact_product_1269,compact,0.377,high,0,1,39,Paper Tube Lip Balm Container,Paper/Paperboard,5,1.068,74.12,33.11,69.42,6.32,fragile,North America,0,0.609540636,0.780210526,0.174766355,0.507156406,0.332,-0.016,5.917602991,0.134463158
1270,compact_product_1270,compact,0.244,low,0,2,16,Aluminium Spray Bottle,Aluminum,7,0.663,1.9,90.13,90.02,9.62,fragile,Europe,0.5,0.371024735,0.02,0.936048064,0.862390067,0.662,0.4512,14.5098039,0.0074
1271,mascara_product_1271,mascara,0.358,high,0,1,17,Refillable Glass Foundation Bottle,Glass,7,0.688,6.84,88.9,75.38,9.31,standard,Asia,0.5,0.385747939,0.072,0.919626168,0.609932747,0.631,0.5121,13.53197672,0.0323
1272,toner_product_1272,toner,0.245,high,1,2,31,Recycled Cardboard Sleeve,Paper/Paperboard,6,0.75,78.4,24.55,71.34,3.2,express,Asia,0.25,0.422261484,0.825263158,0.060480641,0.540265563,0.02,-0.1112,4.266666661,0.341578947
1273,eyeliner_product_1273,eyeliner,0.252,high,0,2,61,Sugarcane Bioplastic Tube,Bioplastic,8,0.577,73.51,36.85,50.84,5.09,standard,North America,0.75,0.320376914,0.773789474,0.224699599,0.186756337,0.209,0.1143,8.821490453,0.469436842
1274,lipstick_product_1274,lipstick,0.41,low,0,3,44,Paper Tube Lip Balm Container,Paper/Paperboard,8,0.792,91.13,32.33,77.44,6.91,express,Other,0.75,0.446996466,0.959263158,0.16435247,0.645456113,0.391,-0.0639,8.724747464,0.470478947
1275,lip_balm_product_1275,lip_balm,0.472,high,0,2,63,Molded Pulp Tray,Molded Pulp,8,1.42,82.79,34.13,60.21,3.86,express,Europe,0.75,0.816843345,0.871473684,0.188384513,0.34833592,0.086,0.04025,2.718309857,0.535642105
1276,toner_product_1276,toner,0.329,high,1,1,82,PLA Bioplastic Bottle,Bioplastic,7,1.151,83.76,44.05,60.41,7.49,standard,Europe,0.5,0.658421672,0.881684211,0.32082777,0.35178479,0.449,0.13845,6.507384877,0.329805263
1277,eyeliner_product_1277,eyeliner,0.381,high,0,1,75,Window Cutout Paperboard Box,Paper/Paperboard,8,1.211,72.1,42.12,69.41,3.98,fragile,Europe,0.75,0.693757361,0.758947368,0.29506008,0.506983963,0.098,0.07415,3.286540047,0.49828421
1278,serum_product_1278,serum,0.081,medium,1,1,14,Bamboo Mascara Tube,Wood/Bamboo,7,0.155,83.91,39.45,73.35,6.4,standard,Asia,0.5,0.071849234,0.883263158,0.25941255,0.574926711,0.34,0.02775,41.29032231,0.362978947
1279,lipstick_product_1279,lipstick,0.375,medium,0,1,34,Sugarcane Bioplastic Tube,Bioplastic,7,1.25,75.07,35.87,61.9,8.21,fragile,Other,0.5,0.716725559,0.790210526,0.211615487,0.377478876,0.521,0.0492,6.567999995,0.280763158
1280,cream_product_1280,cream,0.146,high,0,1,93,Glass Dropper Bottle,Glass,7,0.457,3.57,66.98,85.66,11.53,standard,Asia,0.5,0.249705536,0.037578947,0.626969292,0.78720469,0.853,0.2415,25.22975924,-0.044626316
1281,compact_product_1281,compact,0.263,medium,0,1,13,Refillable Metal Compact Case,Aluminum,7,0.5,3.19,91.48,96.09,10,express,Other,0.5,0.275029446,0.033578947,0.954072096,0.967063287,0.7,0.43435,19.99999996,7.37E-05
1282,lotion_product_1282,lotion,0.115,high,1,1,43,PCR Plastic Lotion Bottle,Plastic,8,0.281,34.49,43.33,71.79,4.73,standard,North America,0.75,0.146054181,0.363052632,0.311214953,0.548025522,0.173,0.07435,16.83274015,0.357015789
1283,eyeliner_product_1283,eyeliner,0.452,medium,0,2,77,Stackable Sample Pot,Plastic,8,0.896,20.37,50.62,70.17,5.29,express,Asia,0.75,0.508244994,0.214421053,0.408544726,0.520089671,0.229,0.15535,5.904017851,0.295626316
1284,serum_product_1284,serum,0.449,high,1,2,121,Metalized Paperboard Box,Aluminum,9,1.022,0.65,72.6,84.49,12.78,express,Europe,1,0.582449941,0.006842105,0.70200267,0.767028798,0.978,0.30355,12.50489236,0.108652632
1285,eyeliner_product_1285,eyeliner,0.259,low,0,2,48,Recycled HDPE Tube,Plastic,7,0.891,24.2,65.73,60.57,6.73,express,Asia,0.5,0.505300353,0.254736842,0.610280374,0.354543887,0.373,0.35445,7.553310878,0.164521053
1286,toner_product_1286,toner,0.089,low,1,1,137,Refillable Stick Container,Plastic,8,0.306,25.46,42,66.06,5.96,standard,Other,0.75,0.160777385,0.268,0.293457944,0.449215382,0.296,0.0897,19.47712412,0.2916
1287,serum_product_1287,serum,0.054,medium,1,2,49,Sugarcane Bioplastic Tube,Bioplastic,6,0.103,75.55,49.43,52.2,7.12,express,Other,0.25,0.041224971,0.795263158,0.392656876,0.210208657,0.412,0.2333,69.12621292,0.214978947
1288,lip_balm_product_1288,lip_balm,0.078,low,0,2,62,Bamboo Fiber Compact Case,Wood/Bamboo,7,0.238,63.74,41.5,70.7,6.14,standard,Europe,0.5,0.120730271,0.670947368,0.286782376,0.529229177,0.314,0.0615,25.79831922,0.30708421
1289,compact_product_1289,compact,0.306,low,0,1,14,Cornstarch Bioplastic Jar,Bioplastic,8,0.509,87.19,55.51,64.74,7.98,standard,Asia,0.75,0.2803298,0.917789474,0.473831776,0.426452837,0.498,0.2314,15.67779958,0.425936842
1290,mascara_product_1290,mascara,0.2,low,0,3,145,Recycled PP Compact Case,Plastic,7,0.631,34.12,52.64,75.7,4.47,standard,Europe,0.5,0.352179034,0.359157895,0.435514019,0.61545094,0.147,0.1479,7.08399365,0.263647368
1291,toner_product_1291,toner,0.17,medium,1,1,103,Rigid Kraft Paper Box,Paper/Paperboard,5,0.561,82.74,37.93,61.59,5.23,standard,Asia,0,0.310954063,0.870947368,0.239118825,0.372133126,0.223,0.07135,9.32263813,0.194384211
1292,lotion_product_1292,lotion,0.409,high,1,1,131,Refillable Glass Foundation Bottle,Glass,8,0.837,5.04,84.37,88.59,9.55,standard,Europe,0.75,0.473498233,0.053052632,0.859145527,0.837730643,0.655,0.40075,11.40979688,0.119415789
1293,lotion_product_1293,lotion,0.142,medium,1,1,98,Double-Walled Acrylic Jar,Plastic,8,0.316,26.81,50.43,64.76,6.34,express,Europe,0.75,0.166666667,0.282210526,0.406008011,0.426797724,0.334,0.1805,20.06329108,0.284463158
1294,compact_product_1294,compact,0.196,low,0,2,76,PETG Lotion Bottle,Plastic,7,0.306,38.83,50.89,42.49,7.59,standard,Other,0.5,0.160777385,0.408736842,0.412149533,0.042765994,0.459,0.29645,24.80392149,0.184921053
1295,toner_product_1295,toner,0.446,low,1,2,136,Recycled PET Bottle,Plastic,9,0.818,10.7,62.03,69.08,5.7,standard,Europe,1,0.462308598,0.112631579,0.560881175,0.501293326,0.27,0.2749,6.96821515,0.352789474
1296,cream_product_1296,cream,0.318,medium,0,1,27,Squeezable Silicone Tube,Plastic,8,0.566,18.13,51.06,47.78,5.79,standard,Asia,0.75,0.313898704,0.190842105,0.414419226,0.133988619,0.279,0.2717,10.22968196,0.273552632
1297,compact_product_1297,compact,0.475,medium,0,1,71,Cornstarch Bioplastic Jar,Bioplastic,8,1.546,88.18,32.36,50.47,8.83,express,Europe,0.75,0.891048292,0.928210526,0.164753004,0.180375927,0.583,0.07125,5.71151358,0.403563158
1298,lotion_product_1298,lotion,0.151,medium,1,3,74,Stackable Sample Pot,Plastic,9,0.476,36.91,58.24,70.65,6.96,standard,Europe,1,0.260895171,0.388526316,0.510280374,0.52836696,0.396,0.22915,14.62184871,0.397757895
1299,mascara_product_1299,mascara,0.377,low,0,2,14,PETG Lotion Bottle,Plastic,8,0.641,37.81,44.96,65.97,4.98,standard,North America,0.75,0.358068315,0.398,0.332977303,0.44766339,0.198,0.11975,7.769110752,0.36
1300,toner_product_1300,toner,0.478,low,1,3,35,Glass Cosmetic Jar,Glass,7,0.816,1.73,66.28,85.48,7.48,standard,Asia,0.5,0.461130742,0.018210526,0.617623498,0.784100707,0.448,0.2354,9.166666655,0.071063158
1301,eyeliner_product_1301,eyeliner,0.426,low,0,2,62,Airless Pump Bottle,Other,6,0.644,35.47,68.45,67.14,8.45,fragile,Asia,0.25,0.3598351,0.373368421,0.646595461,0.467839283,0.545,0.3488,13.12111799,0.048510526
1302,lipstick_product_1302,lipstick,0.203,medium,0,3,79,Compostable Pouch with Valve,Bioplastic,8,0.434,62.9,59.34,55.36,7.52,express,Other,0.75,0.236160188,0.662105263,0.524966622,0.26470081,0.452,0.3166,17.3271889,0.363031579
1303,lipstick_product_1303,lipstick,0.372,medium,0,1,47,Cornstarch Bioplastic Jar,Bioplastic,7,0.8,83.68,39.51,65.61,8.21,standard,Asia,0.5,0.451707891,0.880842105,0.260213618,0.441455423,0.521,0.06705,10.26249999,0.307952632
1304,toner_product_1304,toner,0.183,medium,1,3,69,FSC Paperboard Carton,Paper/Paperboard,6,0.466,83.57,37.94,90.82,5.56,standard,North America,0.25,0.255005889,0.879684211,0.239252336,0.876185549,0.256,-0.0747,11.93133045,0.287105263
1305,lip_balm_product_1305,lip_balm,0.107,medium,0,1,96,Cornstarch Bioplastic Jar,Bioplastic,7,0.254,77.18,32.74,46.11,5.12,standard,Asia,0.5,0.130153121,0.812421053,0.169826435,0.10519055,0.212,0.09685,20.15748024,0.380126316
1306,serum_product_1306,serum,0.365,high,1,1,25,Refillable Acrylic Jar,Plastic,7,1.247,5.84,67.73,40.42,6.31,standard,Europe,0.5,0.714958775,0.061473684,0.636982644,0.007070185,0.331,0.4752,5.060144342,0.119142105
1307,compact_product_1307,compact,0.042,low,0,3,30,Bamboo Mascara Tube,Wood/Bamboo,6,0.117,88.74,41.19,60.65,8.19,fragile,North America,0.25,0.049469965,0.934105263,0.282643525,0.355923435,0.519,0.10865,69.9999994,0.224531579
1308,toner_product_1308,toner,0.345,medium,1,2,17,Refillable Acrylic Jar,Plastic,7,0.884,38.62,42.69,67.32,7.85,standard,Europe,0.5,0.501177856,0.406526316,0.302670227,0.470943266,0.485,0.0903,8.880090488,0.176457895
1309,foundation_product_1309,foundation,0.33,medium,1,2,60,Double-Walled Acrylic Jar,Plastic,7,0.796,34.74,58.98,54.1,4.31,express,Asia,0.5,0.449352179,0.365684211,0.520160214,0.242972926,0.131,0.3193,5.414572858,0.270405263
1310,cream_product_1310,cream,0.418,medium,0,2,95,Glass Cosmetic Jar,Glass,8,0.857,6.51,71.95,72.09,7.74,express,Asia,0.75,0.485276796,0.068526316,0.693324433,0.553198827,0.474,0.35905,9.03150524,0.178357895
1311,mascara_product_1311,mascara,0.102,medium,0,3,88,Stackable Sample Pot,Plastic,9,0.165,16.36,52.3,72.33,7.08,standard,Europe,1,0.077738516,0.172210526,0.430974633,0.557337472,0.408,0.16135,42.90909065,0.329263158
1312,eyeliner_product_1312,eyeliner,0.29,high,0,2,131,Embossed Metal Gift Tin,Aluminum,9,0.571,4.53,72.81,85.13,12.59,fragile,North America,1,0.316843345,0.047684211,0.704806409,0.778065184,0.959,0.30245,22.04903674,0.126605263
1313,compact_product_1313,compact,0.294,high,0,1,17,Window Cutout Paperboard Box,Paper/Paperboard,7,0.764,78.35,40.79,81.53,5.79,standard,North America,0.5,0.430506478,0.824736842,0.277303071,0.715985515,0.279,0.00025,7.578534021,0.363721053
1314,lipstick_product_1314,lipstick,0.459,medium,0,3,134,Aluminium Cosmetic Tin,Aluminum,9,1.056,4.16,76.77,84.83,8.43,fragile,Europe,1,0.602473498,0.043789474,0.757676903,0.772891878,0.543,0.34355,7.982954538,0.250236842
1315,lotion_product_1315,lotion,0.355,medium,1,1,136,Metalized Paperboard Box,Aluminum,8,0.672,2.31,77.63,80.11,8.28,standard,Asia,0.75,0.376325088,0.024315789,0.769158878,0.691498534,0.528,0.37575,12.32142855,0.148894737
1316,lotion_product_1316,lotion,0.045,low,1,1,124,Squeezable Silicone Tube,Plastic,8,0.082,14.94,40.78,75.43,7.54,standard,Asia,0.75,0.028857479,0.157263158,0.277169559,0.610794965,0.454,0.03065,91.95121839,0.210978947
1317,cream_product_1317,cream,0.267,medium,0,2,3,Frosted Glass Serum Bottle,Glass,6,0.402,3.77,64.1,70.42,10.51,express,North America,0.25,0.217314488,0.039684211,0.588518024,0.524400759,0.751,0.2889,26.14427854,-0.113394737
1318,lipstick_product_1318,lipstick,0.146,low,0,1,79,Magnetic Closure Paperboard Box,Paper/Paperboard,8,0.483,94.29,23.41,79.89,6.19,standard,North America,0.75,0.265017668,0.992526316,0.045260347,0.687704777,0.319,-0.16535,12.81573496,0.502057895
1319,mascara_product_1319,mascara,0.385,medium,0,2,30,Refillable Acrylic Jar,Plastic,9,0.818,30.38,56.71,61.04,5.01,express,Asia,1,0.462308598,0.319789474,0.489853138,0.362648733,0.201,0.2619,6.124694369,0.435636842
1320,eyeliner_product_1320,eyeliner,0.142,medium,0,2,130,Aluminium Cosmetic Tin,Aluminum,9,0.421,0.9,84.86,84.81,9.01,standard,North America,1,0.228504122,0.009473684,0.865687583,0.772546991,0.601,0.42455,21.40142513,0.222542105
1321,lip_balm_product_1321,lip_balm,0.323,low,0,1,17,Sugarcane Bioplastic Tube,Bioplastic,7,0.706,71.6,56.96,45.32,6.17,standard,North America,0.5,0.396348645,0.753684211,0.493190921,0.091567512,0.317,0.343,8.739376758,0.331005263
1322,mascara_product_1322,mascara,0.431,medium,0,2,9,Molded Pulp Tray,Molded Pulp,6,0.974,79.04,24.55,93.63,5.86,standard,Asia,0.25,0.55418139,0.832,0.060480641,0.92464218,0.286,-0.22265,6.016427099,0.2638
1323,mascara_product_1323,mascara,0.145,low,0,2,146,Bamboo Fiber Compact Case,Wood/Bamboo,8,0.353,85.15,41.41,65.64,10.05,standard,Asia,0.75,0.188457008,0.896315789,0.285580774,0.441972754,0.705,0.0859,28.47025488,0.357394737
1324,lipstick_product_1324,lipstick,0.147,medium,0,1,42,Wooden Cosmetic Case,Wood/Bamboo,6,0.307,75.17,41.42,52.17,6.45,fragile,Asia,0.25,0.161366313,0.791263158,0.285714286,0.209691326,0.345,0.15335,21.00977192,0.233878947
1325,cream_product_1325,cream,0.021,medium,0,1,135,Frosted Glass Serum Bottle,Glass,8,0.069,4.13,77.02,83.59,9.51,express,Europe,0.75,0.021201413,0.043473684,0.761014686,0.751508881,0.651,0.35225,137.826085,0.117742105
1326,cream_product_1326,cream,0.022,low,0,2,88,Travel-Size Mini Tube,Other,8,0.065,67.79,63.26,59.28,5.76,standard,Europe,0.75,0.018845701,0.713578947,0.577303071,0.332298672,0.276,0.3362,88.61538325,0.431273684
1327,lipstick_product_1327,lipstick,0.454,low,0,1,69,Double-Walled Acrylic Jar,Plastic,7,0.876,13.61,40.53,68.8,6.47,fragile,Asia,0.5,0.496466431,0.143263158,0.273831776,0.496464908,0.347,0.0613,7.38584474,0.138878947
1328,lotion_product_1328,lotion,0.196,medium,1,2,81,Bamboo Fiber Compact Case,Wood/Bamboo,7,0.478,87.34,46.62,72.95,6.78,express,Asia,0.5,0.262073027,0.919368421,0.355140187,0.568028971,0.378,0.10145,14.18410039,0.362410526
1329,compact_product_1329,compact,0.407,low,0,2,93,Embossed Metal Gift Tin,Aluminum,8,1.419,1.59,73.49,76.73,7.27,express,Asia,0.75,0.816254416,0.016736842,0.71388518,0.633212623,0.427,0.35125,5.123326283,0.176921053
1330,lotion_product_1330,lotion,0.118,low,1,1,16,Embossed Metal Gift Tin,Aluminum,8,0.21,3.2,78.55,77.71,7.55,standard,Europe,0.75,0.104240283,0.033684211,0.781441923,0.650112088,0.455,0.39695,35.95238078,0.173605263
1331,eyeliner_product_1331,eyeliner,0.306,low,0,1,130,Frosted Glass Serum Bottle,Glass,7,0.997,1.9,81.64,78.33,9.5,express,Asia,0.5,0.567726737,0.02,0.822696929,0.660803587,0.65,0.42475,9.528585748,0.011
1332,cream_product_1332,cream,0.088,medium,0,2,88,Airless Pump Bottle,Other,8,0.22,58.16,66.37,42.63,7.82,standard,Asia,0.75,0.110129564,0.612210526,0.6188251,0.045180203,0.482,0.45055,35.54545438,0.339063158
1333,foundation_product_1333,foundation,0.217,high,1,2,120,Sugarcane Bioplastic Tube,Bioplastic,8,0.558,66.9,32.3,67.6,7.12,express,Asia,0.75,0.309187279,0.704210526,0.163951936,0.475771685,0.412,-0.015,12.75985661,0.387663158
1334,lipstick_product_1334,lipstick,0.162,low,0,3,39,PLA Bioplastic Bottle,Bioplastic,7,0.566,64.07,51.21,42.11,8.03,standard,Asia,0.5,0.313898704,0.674421053,0.416421896,0.03621314,0.503,0.30155,14.18727913,0.251426316
1335,toner_product_1335,toner,0.251,low,1,2,82,Bamboo Dropper Bottle,Wood/Bamboo,6,0.768,84.28,51.89,55.14,7.15,express,Asia,0.25,0.432862191,0.887157895,0.425500668,0.260907053,0.415,0.2432,9.309895821,0.241647368
1336,lipstick_product_1336,lipstick,0.223,low,0,3,110,Double-Walled Acrylic Jar,Plastic,8,0.621,16.15,55.83,77.87,5.56,standard,Europe,0.75,0.346289752,0.17,0.478104139,0.652871185,0.256,0.16895,8.953301113,0.2742
1337,cream_product_1337,cream,0.243,low,0,2,80,Glass Dropper Bottle,Glass,8,0.553,9.84,66.16,72.57,7.88,standard,Asia,0.75,0.306242638,0.103578947,0.616021362,0.561476117,0.488,0.29875,14.24954789,0.184673684
1338,foundation_product_1338,foundation,0.193,low,1,3,73,Refillable Glass Foundation Bottle,Glass,8,0.406,6.16,86.21,82.52,7.99,express,Asia,0.75,0.2196702,0.064842105,0.883711615,0.733057424,0.499,0.4495,19.67980291,0.169752632
1339,lipstick_product_1339,lipstick,0.428,medium,0,3,23,Molded Pulp Tray,Molded Pulp,7,1.052,70.12,20.24,73.31,6.24,fragile,Asia,0.5,0.600117785,0.738105263,0.00293725,0.574236937,0.324,-0.16415,5.93155893,0.324231579
1340,serum_product_1340,serum,0.313,low,1,2,30,Recycled Aluminum Deodorant Stick,Aluminum,7,0.851,0.51,92.56,89.49,8.57,express,Europe,0.5,0.481743227,0.005368421,0.968491322,0.85325056,0.557,0.47815,10.07050528,0.034510526
